videoID
"CvHIFP2q9Uk	"
"0vosqAwI7eg	"
"WAjcrrGdfDI	"
"zI4QOH_MoBY	"
"P5ySZaB2OvA	"
"E9qMxPw2nI8	"
"wevcWmDuCtA	"
"PEEXvsk_mIA	"
"ZxbQoNFp88w	"
"VgOsGbdb-3c	"
"z34YoC2woHw	"
"3RvHzKxSe7I	"
"9XSgsHdHAtc	"
"DpbjgAwaoBE	"
"VQANKpbWGyA	"
"XiiK_uPFbc8	"
"13jB1YlKz-U	"
"fCMpwi3uzwM	"
"-AAreER3CKo	"
"bxJ5eYP7wX0	"
"S2HDpHn8KUQ	"
"qTYwTOKEHZc	"
"D4cQNaXt1YY	"
"-6HkLHnBofc	"
"XOGGxZEW0dA	"
"mTV2TCZEBGM	"
"VvoSlzHCxWU	"
"YAQqMvYjDrs	"
"hWqEK4f5fhA	"
"sTl4v0C-hUo	"
"REfacyu4G9o	"
"0hrvrauGFMM	"
"z2HoUD60g2Q	"
"dwImsjh_fkc	"
"IVGRrj3YxZw	"
"XnPpQTQFJXw	"
"XhPtzNbO8iI	"
"WZ_cYt4pV4o	"
"XD6Uk6mK5-o	"
"qzlyo04KRuk	"
"KIwWa3yBySg	"
"G7btaLhWC80	"
"gGMb6qq3vRA	"
"5wlARiOLYVU	"
"8maNOb2fjt4	"
"Qb6LKrd6-P8	"
"mL9fFK4eLEc	"
"k4cPm4xy5OY	"
"lmSruXJBRD8	"
"uVMyx_bOXmY	"
"DdJXQj_koZk	"
"6da8E1j2FFs	"
"jaUGfJHX8UY	"
"U99ig9VXJDw	"
"HX_wwF-xYnc	"
"lI3NIl33bBo	"
"6qwnM0g-o1A	"
"J-XW0EgH3BY	"
"JfZn3TQwjco	"
"4I2V6wpLNfw	"
"-Ab1u7zS7pc	"
"Y6LI9l7GXK8	"
"2Ml7qbL9Ptk	"
"sCLtdKPFquE	"
"Q3sURtY623Q	"
"2ht-UGyX3Hg	"
"adY-DZeYBRY	"
"zr3_Paoa_Cc	"
"ox6zbm8vXjQ	"
"1XjSC3S1wro	"
"piR0ejzEdRI	"
"MDpfHqeBEFc	"
"PrikhUojydg	"
"dQppPV-Gt7c	"
"9-nGgRXLKHo	"
"E5WTF_pI-Zg	"
"Xg1DqG43va8	"
"uKbGmNr-fHw	"
"rGUTvyers-A	"
"PDEk0mHOEHU	"
"Jv5M6uWti_s	"
"Xc_KVcjUd3E	"
"s54Nll3LRdA	"
"ChDDXcJxaRw	"
"CHHomsFSKsw	"
"TfG_o8HsF6A	"
"MqNIZStdDM0	"
"1RMha602IRo	"
"N-JDzgu4OgQ	"
"lUJytAA8mAA	"
"KYrg65UVasI	"
"MitpBqiYXDA	"
"8eG3vtUWuFA	"
"poKZSesXWqA	"
"VFxCuyFXBPg	"
"T7s9O2-Sxiw	"
"EgrWLhRfSxo	"
"K3XAeC31WDQ	"
"Ofl6OApyDdM	"
"L3LtXlICk_g	"
"y6-FU2yKsgM	"
"biosfxRHudU	"
"1e3PRK1KGeM	"
"1UYeSF9HwyQ	"
"pD_AcMcTRiw	"
"X8XyFFNu5MU	"
"GymWzbLyds4	"
"zMX4mLcqZMk	"
"ijtpZ4FK1sI	"
"D_PwiZLl-K0	"
"kH0n9YprEbs	"
"Cfd7LIqUsos	"
"TtSPwiJ3l1w	"
"_ojSF74rJmM	"
"kpPHEcynQT0	"
"vKNxig3hmIw	"
"QoQoWsoMASM	"
"kLLr-lyZ5B8	"
"FU9NO2ziYqA	"
"DhL8_rn5kXY	"
"634pWvy3N-w	"
"C9YPrR0hNW8	"
"quWhtwrzWrQ	"
"pnqAz8HM4qA	"
"FTfcOllLYjA	"
"U1q719Y8y34	"
"cOm_bJ45i48	"
"A16H8jIgSCA	"
"43mMmhmeDP0	"
"tBoP3RsiPo4	"
"SBBTfR_yGho	"
"pkt2vvWfJ9U	"
"fXFCE4JRDfE	"
"cG5a6lhVu6o	"
"0NauOLHc0jI	"
"MqJAjMdpPmA	"
"DpzNvAGPcdQ	"
"CBu3uPD5JBg	"
"_27_-4haEIs	"
"XLKe0-snJRM	"
"k07nd-n9z_I	"
"eBoi3143JQo	"
"_IXSw6LdJIg	"
"exon5rjGtcg	"
"AydIN04z5Og	"
"1emlSI7Epqo	"
"VkGf_ysViAA	"
"WRX3HF2APxQ	"
"yA3ZEV-hg0M	"
"T6aVvyLGJNc	"
"o6ECmA0QTsQ	"
"INqXus421VE	"
"1dKXEq58iO4	"
"TgsO2iLzb6M	"
"CyC7DocCfCg	"
"Y-GT7O3UO2k	"
"I6t8XHQ8tGE	"
"tzXTrYZJw6s	"
"CrbXqkeoFmg	"
"yILJjvBdkkw	"
"DpICJqFFLFE	"
"y6bpV64dfpE	"
"GeWHePPGK3o	"
"Ycb2K2bn938	"
"CAF7sUEctCg	"
"wzZygmic9ig	"
"ghPOiHMzGt8	"
"ZnKOvEcZNCE	"
"E5O_yjaTZpU	"
"5DicGFsXyHo	"
"sNiGUSae0tM	"
"aROWbuLaBMc	"
"j1PHSL7SCfc	"
"kQCdB1ZpMAk	"
"taxQSEhJAm4	"
"ysbvbpDOYUc	"
"zoEVUDQR1U8	"
"UsynJQNgyj4	"
"aoNgswIYdD0	"
"9AqjfQOCHoA	"
"X2BhloOZQa8	"
"CRkLjv2Xf7I	"
"Xudhy6mzuS0	"
"5MuvTvh5dTg	"
"BgbC0WZS6cE	"
"wdYLdnt6gF8	"
"UkhE73ztweU	"
"I6KSyRbCH2g	"
"1F55M70EedA	"
"QMRcCDylnw4	"
"7Kea0VQnWVM	"
"4y7IRfcLOD4	"
"zzA_2WffU04	"
"T9rGcgtNTVE	"
"_VQqJ2vd28s	"
"9SyNKxkG4jU	"
"MUxt4lUMJNk	"
"LCdY9ZgUggg	"
"Y2FzdMvB2fE	"
"KW_Ym7mPjHM	"
"-4n68uFmBlM	"
"gQrM1jpNmZw	"
"bn_lnmwcJU8	"
"2eYSWQVceO8	"
"a_m7vN2Nh78	"
"KAfANQkTnnY	"
"XQ8XDwzX7NI	"
"vu555jdk1-k	"
"xuAhKYkrUnk	"
"MuWIKUpKVuY	"
"6zW7sRmaxew	"
"2AmSovkTic4	"
"EJqiqh1XcoA	"
"trw9gf3F2Yw	"
"sRtBH61p-P4	"
"4-aYlosKVpE	"
"MnzoSEEc99I	"
"WuwP1RAjGfQ	"
"dnz3jBOrcgw	"
"6-CuAbbZUoI	"
"WF4NONInn1g	"
"F7FRPveGUd0	"
"p4_Cm_TlAQs	"
"FyCYhkHh8FE	"
"xapZzOYXOOk	"
"MuEybRI5kkg	"
"ix611DdcMg8	"
"GGtNtSOAUmo	"
"FqKYfSmM-nA	"
"8GRjWBdS4E0	"
"cFgBJkUJryk	"
"7njRm2PTfR0	"
"DZOK4deIA8Y	"
"VexKDujKGpw	"
"Czn54X8Zp_w	"
"rYQYmqTuCMY	"
"cry0REUNVIA	"
"AWGG8f0y43A	"
"EvKsWUI1t2o	"
"38VkN-795bU	"
"SSkKGf_Drp0	"
"tBt4-ggbGIQ	"
"6wXuPmb93ok	"
"iNoZGrD3i1w	"
"ykmidfE1LdQ	"
"XjM-DKqsraE	"
"hkqZayMXlwY	"
"1o5wVRXKJ-Q	"
"rZPhewpxOAk	"
"wAfcUFXmX5I	"
"4yi4wdCE42Q	"
"MDkEyJodnHA	"
"2bouqhjO2IM	"
"DNfc8dbHREg	"
"zVU57g20W88	"
"JfxHmYF1pwA	"
"lGoE7fF4cb0	"
"c5_XNg-1L9c	"
"OIFCVYlM-rU	"
"iCPXJ76UHUE	"
